,IUPAC,SMILES
16048,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16049,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16050,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16051,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16052,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16053,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16054,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16055,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16056,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16057,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16058,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16059,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16060,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16061,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16062,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16063,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16064,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16065,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16066,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16067,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16068,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16069,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16070,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16071,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16072,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16073,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16074,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16075,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16076,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16077,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16078,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16079,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](c1)C.C(F)(F)(F)S(=O)(=O)[O-]
16080,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16081,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16082,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16083,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16084,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16085,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16086,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16087,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16088,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16089,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16090,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16091,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16092,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16093,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16094,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16095,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16096,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16097,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16098,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16099,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16100,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16101,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16102,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16103,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16104,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16105,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16106,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16107,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16108,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16109,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16110,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16111,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16112,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16113,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16114,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16115,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16116,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16117,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16118,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16119,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16120,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16121,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16122,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16123,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16124,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16125,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16126,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16127,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16128,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16129,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16130,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16131,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16132,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16133,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16134,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16135,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16136,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16137,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16138,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16139,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16140,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16141,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16142,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16143,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16144,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16145,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16146,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16147,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16148,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16149,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16150,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16151,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16152,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16153,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16154,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16155,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16156,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16157,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16158,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16159,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16160,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16161,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16162,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16163,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16164,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16165,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16166,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16167,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16168,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16169,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16170,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16171,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16172,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16173,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16174,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16175,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16176,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16177,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16178,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16179,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16180,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16181,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16182,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16183,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16184,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16185,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16186,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16187,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16188,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16189,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16190,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16191,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16192,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16193,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16194,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16195,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16196,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16197,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16198,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16199,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16200,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16201,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16202,1-butyl-3-methylimidazolium tetrafluoroborate,CCCCn1cc[n+](c1)C.[B-](F)(F)(F)F
16203,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16204,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16205,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16206,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16207,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16208,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16209,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16210,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16211,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16212,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16213,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16214,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16215,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16216,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16217,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16218,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16219,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16220,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16221,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16222,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16223,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16224,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16225,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16226,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16227,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16228,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16229,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16230,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16231,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
16232,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C(CCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC)CCCCC.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F
